Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
05 FEB 2026,MIRZAINT,EQ,MIRZA INTERNATIONAL LIMIT,Listed    ,05 FEB 2026,               2.00,         138201900,             38.30,     5291750751.00  
05 FEB 2026,MITCON,EQ,MITCON CON & ENG SER LTD ,Listed    ,05 FEB 2026,              10.00,          17418418,             58.60,     1020370926.45    
05 FEB 2026,MITTAL,EQ,MITTAL LIFE STYLE LIMITED,Listed    ,05 FEB 2026,               1.00,         224016720,              1.00,      228497054.40    
05 FEB 2026,MKPL,EQ,M K PROTEINS LIMITED     ,Listed    ,05 FEB 2026,               1.00,         375372000,              5.40,     2027008800.00      
05 FEB 2026,MMEL,SM,MOVING MEDIA ENTER LTD   ,Listed    ,05 FEB 2026,              10.00,          18806336,             42.95,      807732131.20      
05 FEB 2026,MMFL,EQ,MM FORGINGS LTD          ,Listed    ,05 FEB 2026,              10.00,          48281600,            447.20,    21591531520.00      
05 FEB 2026,MMP,EQ,MMP INDUSTRIES LIMITED   ,Listed    ,05 FEB 2026,              10.00,          25402613,            256.70,     6520850757.10       
05 FEB 2026,MMTC,EQ,MMTC LIMITED             ,Listed    ,05 FEB 2026,               1.00,        1500000000,             63.15,    94695000000.00      
05 FEB 2026,MOBIKWIK,EQ,ONE MOBIKWIK SYSTEMS LTD ,Listed    ,05 FEB 2026,               2.00,          78658458,            227.45,    17889293102.95  
05 FEB 2026,MODINATUR,EQ,MODI NATURALS LIMITED    ,Listed    ,05 FEB 2026,              10.00,          13306397,            329.25,     4381131212.25 
05 FEB 2026,MODIRUBBER,EQ,MODI RUBBER LTD          ,Listed    ,05 FEB 2026,              10.00,          25040532,            125.20,     3134824201.10
05 FEB 2026,MODIS,EQ,MODIS NAVNIRMAN LTD      ,Listed    ,05 FEB 2026,              10.00,          19591200,            329.55,     6456279960.00     
05 FEB 2026,MODISONLTD,EQ,MODISON LIMITED          ,Listed    ,05 FEB 2026,               1.00,          32450000,            149.70,     4857440500.00
05 FEB 2026,MODTHREAD,EQ,MODERN THREADS INDIA LTD ,Listed    ,05 FEB 2026,              10.00,          34775160,             43.50,     1512023956.80 
05 FEB 2026,MOHITIND,EQ,MOHIT INDUSTRIES LTD     ,Listed    ,05 FEB 2026,              10.00,          14157575,             26.70,      377865676.75  
05 FEB 2026,MOIL,EQ,MOIL LIMITED             ,Listed    ,05 FEB 2026,              10.00,         203485211,            323.65,    65857988540.15      
05 FEB 2026,MOKSH,EQ,MOKSH ORNAMENTS LIMITED  ,Listed    ,05 FEB 2026,               2.00,          88248967,             13.40,     1181653668.15     
05 FEB 2026,MOL,EQ,MEGHMANI ORGANICS LIMITED,Listed    ,05 FEB 2026,               1.00,         254314211,             54.85,    13951677615.45       
05 FEB 2026,MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LTD,Listed    ,05 FEB 2026,               2.00,          28805118,            133.80,     3854124788.40  
05 FEB 2026,MOLDTKPAC,EQ,MOLD-TEK PACKAGING LTD   ,Listed    ,05 FEB 2026,               5.00,          33120639,            545.60,    18070620638.40 
05 FEB 2026,MONARCH,EQ,MONARCH NETWORTH CAP LTD ,Listed    ,05 FEB 2026,              10.00,          73907387,            299.30,    22120480929.10   
05 FEB 2026,MONEYBOXX,EQ,MONEYBOXX FINANCE LIMITED,Listed    ,05 FEB 2026,              10.00,          65409200,             61.65,     4033785364.00 
05 FEB 2026,MONOLITH,SM,MONOLITHISCH INDIA LTD   ,Listed    ,05 FEB 2026,              10.00,          21736000,            470.30,    10222440800.00  
05 FEB 2026,MONOPHARMA,SM,MONO PHARMACARE LIMITED  ,Listed    ,05 FEB 2026,              10.00,          17668564,             10.85,      191703919.40
05 FEB 2026,MONTECARLO,EQ,MONTE CARLO FASHIONS LTD.,Listed    ,05 FEB 2026,              10.00,          20732064,            596.65,    12369785985.60
05 FEB 2026,MORARJEE,BZ,MORARJEE TEXTILES LIMITED,Listed    ,05 FEB 2026,               7.00,          36332349,              7.55,      274309234.95  
05 FEB 2026,MOREPENLAB,EQ,MOREPEN LAB. LTD         ,Listed    ,05 FEB 2026,               2.00,         547953699,             38.00,    20811281488.00
05 FEB 2026,MOS,SM,MOS UTILITY LIMITED      ,Listed    ,05 FEB 2026,               2.00,         257440410,             20.45,     5264656384.50       
05 FEB 2026,MOSCHIP,EQ,MOSCHIP TECHNOLOGIES LTD ,Listed    ,05 FEB 2026,               2.00,         192692847,            201.65,    38852658740.60   
05 FEB 2026,MOTHERSON,EQ,SAMVRDHNA MTHRSN INTL LTD,Listed    ,05 FEB 2026,               1.00,       10554442601,            121.00,  1276982010295.00 
05 FEB 2026,MOTILALOFS,EQ,MOTILAL OSWAL FIN LTD    ,Listed    ,05 FEB 2026,               1.00,         600781611,            771.05,   463232661161.55
05 FEB 2026,MOTISONS,EQ,MOTISONS JEWELLERS LTD   ,Listed    ,05 FEB 2026,               1.00,         984460000,             12.45,    12236837800.00  
05 FEB 2026,MOTOGENFIN,EQ,MOTOR & GENERAL FINANCE L,Listed    ,05 FEB 2026,               5.00,          38727190,             22.10,      856258170.90
05 FEB 2026,MOXSH,ST,MOXSH OVERSEAS EDUCON LTD,Listed    ,05 FEB 2026,              10.00,           8963200,             81.00,      726019200.00     
05 FEB 2026,MPEL,SM,MANAS POLYMER N ENERGIE L,Listed    ,05 FEB 2026,              10.00,           7776000,             60.00,      466560000.00      
05 FEB 2026,MPHASIS,EQ,MPHASIS LIMITED          ,Listed    ,05 FEB 2026,              10.00,         190557873,           2648.70,   504730638215.10   
05 FEB 2026,MPSLTD,EQ,MPS LIMITED              ,Listed    ,05 FEB 2026,              10.00,          17105816,           1653.70,    28287887919.20    
05 FEB 2026,MPTODAY,SM,M P TODAY MEDIA LIMITED  ,Listed    ,26 NOV 2025,              10.00,           4568000,             47.55,      217208400.00   
05 FEB 2026,MRF,EQ,MRF LTD                  ,Listed    ,05 FEB 2026,              10.00,           4241143,         134970.00,   572427070710.00       
05 FEB 2026,MRIL,SM,MAHENDRA REALTO & INFRA L,Listed    ,03 FEB 2026,              10.00,          22103900,             56.00,     1237818400.00      
05 FEB 2026,MRPL,EQ,MRPL                     ,Listed    ,05 FEB 2026,              10.00,        1752598777,            182.60,   320007010692.45      
05 FEB 2026,MSPL,EQ,MSP STEEL & POWER LTD.   ,Listed    ,05 FEB 2026,              10.00,         566796645,             30.85,    17485676498.25      
05 FEB 2026,MSTCLTD,EQ,MSTC LIMITED             ,Listed    ,05 FEB 2026,              10.00,          70400000,            462.00,    32524800000.00   
05 FEB 2026,MSUMI,EQ,MOTHERSON SUMI WRNG IND L,Listed    ,05 FEB 2026,               1.00,        6631661898,             44.55,   295573170793.85     
05 FEB 2026,MTARTECH,EQ,MTAR TECHNOLOGIES LIMITED,Listed    ,05 FEB 2026,              10.00,          30759591,           3283.50,   100999117048.50  
05 FEB 2026,MTEDUCARE,BE,MT EDUCARE LTD           ,Listed    ,05 FEB 2026,              10.00,          72228054,              1.40,       99674714.50 
05 FEB 2026,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM,Listed    ,05 FEB 2026,              10.00,         630000000,             31.65,    19952100000.00      
05 FEB 2026,MUFIN,EQ,MUFIN GREEN FINANCE LTD  ,Listed    ,05 FEB 2026,               1.00,         173231423,            114.15,    19777831563.90     
05 FEB 2026,MUFTI,EQ,CREDO BRANDS MARKETING L ,Listed    ,05 FEB 2026,               2.00,          65370103,             98.25,     6421305217.70     
05 FEB 2026,MUKANDLTD,EQ,MUKAND LTD.              ,Listed    ,05 FEB 2026,              10.00,         144495563,            127.25,    18388505347.40 
05 FEB 2026,MUKKA,EQ,MUKKA PROTEINS LIMITED   ,Listed    ,05 FEB 2026,               1.00,         300000000,             23.45,     7029000000.00     
05 FEB 2026,MUKTAARTS,EQ,MUKTA ARTS LIMITED       ,Listed    ,05 FEB 2026,               5.00,          22585200,             61.80,     1395765360.00 
05 FEB 2026,MUNISH,SM,MUNISH FORGE LIMITED     ,Listed    ,05 FEB 2026,              10.00,          24070263,             75.40,     1814897830.20    
05 FEB 2026,MUNJALAU,EQ,MUNJAL AUTO IND. LTD.    ,Listed    ,05 FEB 2026,               2.00,         100000000,             75.10,     7512000000.00  
05 FEB 2026,MUNJALSHOW,EQ,MUNJAL SHOWA LTD         ,Listed    ,05 FEB 2026,               2.00,          39995000,            123.15,     4926184150.00
05 FEB 2026,MURUDCERA,EQ,MURUDESHWAR CERAMICS LTD ,Listed    ,05 FEB 2026,              10.00,          60545260,             33.85,     2048246145.80 
05 FEB 2026,MUTHOOTCAP,EQ,MUTHOOT CAP SERV LTD     ,Listed    ,05 FEB 2026,              10.00,          16447533,            230.00,     3782603639.35
05 FEB 2026,MUTHOOTFIN,EQ,MUTHOOT FINANCE LIMITED  ,Listed    ,05 FEB 2026,              10.00,         401468476,           3578.80,  1436775381908.80
05 FEB 2026,MUTHOOTMF,EQ,MUTHOOT MICROFIN LIMITED ,Listed    ,05 FEB 2026,              10.00,         170492176,            178.50,    30429443572.50 
05 FEB 2026,MVGJL,EQ,MANOJ VAIBHAV GEM N JEW L,Listed    ,05 FEB 2026,              10.00,          48847441,            172.70,     8435464586.30     
05 FEB 2026,MVKAGRO,SM,M.V.K. AGRO FOOD PROD LTD,Listed    ,05 FEB 2026,              10.00,          50503900,            611.50,    30883134850.00   
05 FEB 2026,MWL,EQ,MANGALAM WORLDWIDE LTD   ,Listed    ,05 FEB 2026,              10.00,          29700674,            270.05,     8020667013.70       
05 FEB 2026,MYMUDRA,SM,MY MUDRA FINCORP LIMITED ,Listed    ,05 FEB 2026,              10.00,          11391800,             78.90,      898813020.00   
05 FEB 2026,NACLIND,EQ,NACL INDUSTRIES LIMITED  ,Listed    ,05 FEB 2026,               1.00,         234013331,            140.60,    32902274338.60   
05 FEB 2026,NAGAFERT,EQ,NAGARJUN FERT AND CHE LTD,Listed    ,05 FEB 2026,               1.00,         598065003,              4.80,     2882673314.45  
05 FEB 2026,NAGREEKCAP,EQ,NAGREEKA CAP & INFR.LTD  ,Listed    ,05 FEB 2026,               5.00,          12615300,             25.70,      323960904.00
05 FEB 2026,NAGREEKEXP,EQ,NAGREEKA EXPORTS LTD.    ,Listed    ,05 FEB 2026,               5.00,          31249250,             26.20,      819042842.50
05 FEB 2026,NAHARCAP,EQ,NAHAR CAP & FIN.         ,Listed    ,05 FEB 2026,               5.00,          16746167,            243.75,     4081878206.25  
05 FEB 2026,NAHARINDUS,EQ,NAHAR INDS ENT LTD       ,Listed    ,05 FEB 2026,              10.00,          43205581,            108.85,     4702927491.85
05 FEB 2026,NAHARPOLY,EQ,NAHAR POLY FILMS LIMITED ,Listed    ,05 FEB 2026,               5.00,          24587991,            249.30,     6130032036.20 
05 FEB 2026,NAHARSPING,EQ,NAHAR SPINNING MILLS LTD.,Listed    ,05 FEB 2026,               5.00,          36065303,            182.45,     6580114532.35
05 FEB 2026,NAM-INDIA,EQ,NIPPON L I A M LTD       ,Listed    ,05 FEB 2026,              10.00,         637034489,            925.00,   589256902325.00 
05 FEB 2026,NAMAN,SM,NAMAN INDUSTRE PRXIMA LTD,Listed    ,05 FEB 2026,              10.00,          13065980,             59.95,      783305501.00     
05 FEB 2026,NAMOEWASTE,SM,NAMO EWASTE MANAGEMENT L ,Listed    ,05 FEB 2026,              10.00,          22867515,            181.15,     4142450342.25
05 FEB 2026,NARMADA,EQ,NARMADA AGROBASE LIMITED ,Listed    ,05 FEB 2026,              10.00,          37936399,             31.95,     1212447312.05   
05 FEB 2026,NATCAPSUQ,EQ,NATURAL CAPSULES LIMITED ,Listed    ,05 FEB 2026,              10.00,          10341154,            163.55,     1691399148.25 
05 FEB 2026,NATCOPHARM,EQ,NATCO PHARMA LTD.        ,Listed    ,05 FEB 2026,               2.00,         179109870,            828.95,   148473126736.50
05 FEB 2026,NATHBIOGEN,EQ,NATH BIO-GENES (I) LTD   ,Listed    ,05 FEB 2026,              10.00,          19004000,            149.45,     2839957760.00
05 FEB 2026,NATIONALUM,EQ,NATIONAL ALUMINIUM CO LTD,Listed    ,05 FEB 2026,               5.00,        1836631787,            363.85,   668258475699.95
05 FEB 2026,NAUKRI,EQ,INFO EDGE (I) LTD        ,Listed    ,05 FEB 2026,               2.00,         648420600,           1166.00,   756058419600.00    
05 FEB 2026,NAVA,EQ,NAVA LIMITED             ,Listed    ,05 FEB 2026,               1.00,         283001276,            561.45,   158891066410.20      
05 FEB 2026,NAVINFLUOR,EQ,NAVIN FLUORINE INT. LTD  ,Listed    ,05 FEB 2026,               2.00,          51222524,           6273.00,   321318893052.00
05 FEB 2026,NAVKARCORP,EQ,NAVKAR CORPORATION LTD.  ,Listed    ,05 FEB 2026,              10.00,         150519181,            100.45,    15122662115.05
05 FEB 2026,NAVKARURB,BE,NAVKAR URBANSTRUCTURE LTD,Listed    ,05 FEB 2026,               1.00,        1122090422,              1.30,     1447496644.40 
05 FEB 2026,NAVNETEDUL,EQ,NAVNEET EDUCATION LTD    ,Listed    ,05 FEB 2026,               2.00,         221213181,            162.10,    35856444508.30
05 FEB 2026,NAZARA,EQ,NAZARA TECHNOLOGIES LTD  ,Listed    ,05 FEB 2026,               2.00,         370465024,            276.90,   102581765145.60    
05 FEB 2026,NBCC,EQ,NBCC (INDIA) LIMITED     ,Listed    ,05 FEB 2026,               1.00,        2700000000,            100.95,   272565000000.00      
05 FEB 2026,NBIFIN,EQ,N.B.I. IND. FIN. CO. LTD ,Listed    ,05 FEB 2026,               5.00,           2954850,           2033.00,     6007210050.00    
05 FEB 2026,NCC,EQ,NCC LIMITED              ,Listed    ,05 FEB 2026,               2.00,         627846588,            152.10,    95489187568.90       
05 FEB 2026,NCLIND,EQ,NCL INDUSTRIES LIMITED   ,Listed    ,05 FEB 2026,              10.00,          45232790,            185.35,     8383897626.50    
05 FEB 2026,NDGL,EQ,NAGA DHUNSERI GROUP LTD  ,Listed    ,05 FEB 2026,              10.00,           1000000,           2597.80,     2597800000.00      
05 FEB 2026,NDL,EQ,NANDAN DENIM LIMITED     ,Listed    ,05 FEB 2026,               1.00,        1441471680,              3.10,     4468562208.00       
05 FEB 2026,NDLVENTURE,EQ,NDL VENTURES LIMITED     ,Listed    ,05 FEB 2026,              10.00,          33671621,             90.45,     3044924687.05
05 FEB 2026,NDRAUTO,EQ,NDR AUTO COMPONENTS LTD  ,Listed    ,05 FEB 2026,              10.00,          23785304,            724.20,    17225317156.80   
05 FEB 2026,NDRINVIT,IV,NDR INVIT TRUST          ,Listed    ,05 FEB 2026,             100.00,         396012214,            125.20,    49576769070.65  
05 FEB 2026,NDTV,EQ,NDTV LTD                 ,Listed    ,05 FEB 2026,               4.00,         112824717,             87.45,     9864265007.30      
05 FEB 2026,NECCLTD,EQ,NORTH EAST CARRY CORP LTD,Listed    ,05 FEB 2026,              10.00,         100000000,             13.90,     1390000000.00   
05 FEB 2026,NECLIFE,BE,NECTAR LIFESCIENCES LTD. ,Listed    ,05 FEB 2026,               1.00,         224260970,             13.70,     3074617898.70   
05 FEB 2026,NEELAM,SM,NEELAM LINENS & GAR (I) L,Listed    ,05 FEB 2026,              10.00,          20218000,             14.95,      302259100.00    
05 FEB 2026,NELCAST,EQ,NELCAST LIMITED          ,Listed    ,05 FEB 2026,               2.00,          87001200,            117.60,    10229601096.00   
05 FEB 2026,NELCO,EQ,NELCO LTD                ,Listed    ,05 FEB 2026,              10.00,          22818400,            646.95,    14762363880.00     
05 FEB 2026,NEOCHEM,SM,NEOCHEM BIO SOLUTIONS LTD,Listed    ,05 FEB 2026,              10.00,          17120753,             76.00,     1301177228.00   
05 FEB 2026,NEOGEN,EQ,NEOGEN CHEMICALS LIMITED ,Listed    ,05 FEB 2026,              10.00,          26381674,           1363.80,    35979327001.20    
05 FEB 2026,NEPHROCARE,SM,NEPHRO CARE INDIA LIMITED,Listed    ,05 FEB 2026,              10.00,          16486400,             99.00,     1632153600.00
05 FEB 2026,NEPHROPLUS,EQ,NEPHROCARE HEALTH SERV L ,Listed    ,05 FEB 2026,               2.00,         100340717,            519.95,    52172155804.15
05 FEB 2026,NEPTUNE,SM,NEPTUNE PETROCHEMICALS L ,Listed    ,05 FEB 2026,              10.00,          22653500,            243.40,     5513861900.00   
05 FEB 2026,NESCO,EQ,NESCO LTD.               ,Listed    ,05 FEB 2026,               2.00,          70459960,           1130.10,    79626800796.00     
05 FEB 2026,NESTLEIND,EQ,NESTLE INDIA LIMITED     ,Listed    ,05 FEB 2026,               1.00,        1928314320,           1303.50,  2513557716120.00 
05 FEB 2026,NETWEB,EQ,NETWEB TECH INDIA LTD    ,Listed    ,05 FEB 2026,               2.00,          56653868,           3108.90,   176131210225.20    
05 FEB 2026,NETWORK18,EQ,NETWORK18 MEDIA & INV LTD,Listed    ,05 FEB 2026,               5.00,        1542000018,             37.90,    58472640682.55 
05 FEB 2026,NEULANDLAB,EQ,NEULAND LAB LTD.         ,Listed    ,05 FEB 2026,              10.00,          12829889,          13202.00,   169380194578.00
05 FEB 2026,NEWGEN,EQ,NEWGEN SOFTWARE TECH LTD ,Listed    ,05 FEB 2026,              10.00,         142317787,            545.95,    77698395812.65    
05 FEB 2026,NEWJAISA,SM,NEWJAISA TECHNOLOGIES LTD,Listed    ,05 FEB 2026,               5.00,          35670694,             18.70,      667041977.80  
05 FEB 2026,NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED  ,Listed    ,05 FEB 2026,              10.00,          66892908,              5.25,      351856696.10 
05 FEB 2026,NFL,EQ,NATIONAL FERT. LTD       ,Listed    ,05 FEB 2026,              10.00,         490578400,             79.40,    38961736528.00       
05 FEB 2026,NGIL,EQ,NAKODA GROUP OF IND. LTD ,Listed    ,05 FEB 2026,              10.00,          17538052,             27.60,      483699474.15      
05 FEB 2026,NGLFINE,EQ,NGL FINE CHEM LIMITED    ,Listed    ,05 FEB 2026,               5.00,           6178024,           2270.10,    14024732282.40   
